id;locale;key;valueEn;value;isPublic;
550e8400-e29b-41d4-a716-600000000000;de;AUTH.GREETINGS;Greetings fellow, Honkler!;Grüße, Honkler!;1;
550e8400-e29b-41d4-a716-600000000001;de;AUTH.FORGOT_PASSWORD;Forgot password;Passwort vergessen;1;
550e8400-e29b-41d4-a716-600000000002;de;AUTH.LETS_HONK;Let''s Honk!;Lasst uns hupen!;1;
550e8400-e29b-41d4-a716-600000000003;de;AUTH.BECOME_HONKLER;Become a Honkler!;Werde ein Honkler!;1;
550e8400-e29b-41d4-a716-600000000004;de;AUTH.BACK_TO_LOGIN;Back to login;Zurück zum Login;1;
550e8400-e29b-41d4-a716-600000000005;de;AUTH.LOGIN;Login;Anmeldung;1;
550e8400-e29b-41d4-a716-600000000006;de;AUTH.EMAIL;Email;E-Mail;1;
550e8400-e29b-41d4-a716-600000000007;de;AUTH.BROKEN_HONKLER;Broken Honkler;Kaputter Honkler;1;
550e8400-e29b-41d4-a716-600000000008;de;AUTH.COUNTRY;Country;Land;1;
550e8400-e29b-41d4-a716-600000000009;de;AUTH.EMAIL_AGAIN;Email again please;E-Mail nochmal, bitte;1;
550e8400-e29b-41d4-a716-600000000010;de;AUTH.PASSWORD;Password;Passwort;1;
550e8400-e29b-41d4-a716-600000000011;de;AUTH.CONFIRM_PASSWORD;Confirm your password;Bestätige dein Passwort;1;
550e8400-e29b-41d4-a716-600000000012;de;AUTH.FULL_NAME;Full name;Vollständiger Name;1;
550e8400-e29b-41d4-a716-600000000013;de;AUTH.TODAYS_DATE;Today''s date;Heutiges Datum;1;
550e8400-e29b-41d4-a716-600000000014;de;AUTH.REMEMBER_ME;Remember me;Erinnere dich an mich;1;
550e8400-e29b-41d4-a716-600000000015;de;AUTH.RESET_HONK;Reset honk;Hupe zurücksetzen;1;
550e8400-e29b-41d4-a716-600000000016;de;AUTH.RESET_YOUR_HONK;Reset your Honk!;Setze deine Hupe zurück!;1;
550e8400-e29b-41d4-a716-600000000017;de;PAGE_NOT_FOUND.PAGE_NOT_FOUND;Oops! Page not found.;Ups! Seite nicht gefunden.;1;
550e8400-e29b-41d4-a716-600000000018;de;PAGE_NOT_FOUND.PAGE_UNAVAILABLE;Sorry, the page you are looking for might have been removed or is temporarily unavailable.;Entschuldigung, die Seite, die Sie suchen, wurde möglicherweise entfernt oder ist vorübergehend nicht verfügbar.;1;
550e8400-e29b-41d4-a716-600000000019;de;AUTH.NEW_PASSWORD;New password;Neues Passwort;1;
550e8400-e29b-41d4-a716-600000000020;de;AUTH.NO_COMPLAINTS;I have no complaints about the site and will not have in the future;Ich habe keine Beschwerden über die Seite und werde in Zukunft keine haben;1;
550e8400-e29b-41d4-a716-600000000021;de;SELECT.NO_OPTIONS;No options;Keine Optionen;1;
550e8400-e29b-41d4-a716-600000000022;de;SELECT.SELECT_OPTION;Select an option;Wählen Sie eine Option;1;
550e8400-e29b-41d4-a716-600000000023;de;PAGINATOR.SELECT_PAGE;Select page.;Seite auswählen.;1;
550e8400-e29b-41d4-a716-600000000024;de;FOOTER.HONKING_SINCE;We have been honking since 2024.;Wir hupen seit 2024.;1;
550e8400-e29b-41d4-a716-600000000025;de;USER.MENU.NOTIFICATIONS;Notifications;Benachrichtigungen;0;
550e8400-e29b-41d4-a716-600000000026;de;USER.MENU.SETTINGS;Settings;Einstellungen;0;
550e8400-e29b-41d4-a716-600000000027;de;USER.MENU.LOGOUT;Logout;Abmeldung;0;
550e8400-e29b-41d4-a716-600000000028;de;COMMON.STATUS;Status;Status;0;
550e8400-e29b-41d4-a716-600000000029;de;COMMON.SCORE;Score;Punktzahl;0;
550e8400-e29b-41d4-a716-600000000030;de;COMMON.LOCATION;Location;Standort;1;
550e8400-e29b-41d4-a716-600000000031;de;COMMON.FILTER.SEARCH;Search;Suche;1;
550e8400-e29b-41d4-a716-600000000032;de;COMMON.ID;ID;ID;0;
550e8400-e29b-41d4-a716-600000000033;de;COMMON.CREATED;Created;Erstellt;0;
550e8400-e29b-41d4-a716-600000000034;de;COMMON.UPDATED;Updated;Aktualisiert;0;
550e8400-e29b-41d4-a716-600000000035;de;COMMON.NAME;Name;Name;0;
550e8400-e29b-41d4-a716-600000000036;de;COMMON.EMAIL;Email;E-Mail;0;
550e8400-e29b-41d4-a716-600000000037;de;COMMON.LINK;Link;Link;0;
550e8400-e29b-41d4-a716-600000000038;de;COMMON.TITLE;Title;Titel;0;
550e8400-e29b-41d4-a716-600000000039;de;COMMON.COMPANY;Company;Firma;0;
550e8400-e29b-41d4-a716-600000000040;de;COMMON.HR;Human Resources;Personalabteilung;0;
550e8400-e29b-41d4-a716-600000000041;de;PAGINATOR.ITEMS_PER_PAGE;Items per page;Elemente pro Seite;0;
550e8400-e29b-41d4-a716-600000000042;de;COMMON.FILTER.RESET_FILTERS;Reset filters;Filter zurücksetzen;1;
550e8400-e29b-41d4-a716-600000000043;de;FILTER.ZERO_ITEMS;There are zero items following your filter''s request;Es gibt keine Elemente, die Ihrer Filteranforderung entsprechen;0;
550e8400-e29b-41d4-a716-600000000045;de;ERROR.GENERIC;An error occurred. Please try again.;Ein Fehler ist aufgetreten. Bitte versuchen Sie es erneut.;1;
550e8400-e29b-41d4-a716-600000000046;de;ERROR.FORM_VALIDATION;Double-check the completed form, correct any errors and try again to continue.;Überprüfen Sie das ausgefüllte Formular, korrigieren Sie eventuelle Fehler und versuchen Sie es erneut.;1;
550e8400-e29b-41d4-a716-600000000047;de;PAGE_UNDER_DEVELOPMENT.OOPS;Oops! This page is under development.;Ups! Diese Seite befindet sich in der Entwicklung.;1;
